u,v,length_m,free_flow_kph,speed_offpeak_kph,speed_rush_kph,travel_time_offpeak_s,travel_time_rush_s
9494759678,10030961644,78.85,20.0,20.0,12.42,14.19,22.85
9494759681,2353593103,66.88,20.0,20.0,12.73,12.04,18.91
9494759686,9494759691,117.85,20.0,20.0,12.57,21.22,33.75
9494759686,9494759694,49.37,20.0,20.0,15.66,8.89,11.35
9494759686,12139790693,68.86,20.0,19.96,14.33,12.42,17.29
9494759691,9494759686,117.85,20.0,19.74,17.0,21.49,24.95
9494759692,9494759694,56.88,20.0,20.0,18.52,10.24,11.06
9494759694,9492165352,11.95,20.0,19.99,15.96,2.15,2.69
9494759694,9494759686,49.37,20.0,19.97,14.38,8.9,12.36
9494759694,9494759692,56.88,20.0,19.99,15.8,10.24,12.96
9494759700,9494759739,28.09,20.0,20.0,14.65,5.06,6.9
9494759700,11209892574,35.04,20.0,20.0,14.93,6.31,8.45
9494759700,9494759714,313.04,20.0,19.67,13.29,57.28,84.77
9494759714,9494759739,21.69,20.0,20.0,16.61,3.9,4.7
9494759714,9494759717,28.12,20.0,20.0,13.09,5.06,7.73
9494759714,9494759700,313.04,20.0,19.67,15.5,57.3,72.7
9494759717,2353592986,6.4,20.0,19.94,13.09,1.16,1.76
9494759717,9494759718,70.9,20.0,20.0,14.15,12.76,18.04
9494759717,9494759714,28.12,20.0,20.0,15.74,5.06,6.43
9494759718,9494759717,70.9,20.0,20.0,14.64,12.76,17.44
9494759720,11209892574,84.62,20.0,20.0,16.31,15.23,18.67
9494759739,9494759714,21.69,20.0,19.98,15.9,3.91,4.91
9494759739,9494759700,28.09,20.0,20.0,16.19,5.06,6.25
9494759739,9494759741,96.95,20.0,19.99,13.45,17.46,25.95
9494759740,2353592974,43.25,20.0,19.74,11.82,7.89,13.17
9494759740,9494759742,45.18,20.0,19.97,14.21,8.14,11.44
9494759740,9494759743,150.41,20.0,19.97,17.25,27.11,31.39
9494759741,2052909399,29.26,20.0,20.0,12.79,5.27,8.24
9494759741,2353592986,44.87,20.0,19.99,16.31,8.08,9.9
9494759741,9494759739,96.95,20.0,19.96,14.05,17.48,24.85
9494759742,9494759740,45.18,20.0,20.0,13.7,8.13,11.87
9494759743,2353592960,26.21,20.0,19.99,17.0,4.72,5.55
9494759743,9494759740,150.41,20.0,19.99,12.14,27.09,44.61
9494759743,9494759747,107.65,20.0,20.0,12.79,19.38,30.29
9494759747,9494759743,107.65,20.0,20.0,12.72,19.38,30.46
9494759755,2353592923,156.88,20.0,19.62,14.33,28.79,39.42
9494759772,2054899990,54.14,20.0,19.97,15.04,9.76,12.96
9494759772,2054900126,137.89,20.0,20.0,18.16,24.82,27.34
9494759772,9494759777,92.87,20.0,20.0,18.16,16.72,18.41
9494759777,9494759772,92.87,20.0,19.94,15.7,16.77,21.3
9494759791,2054900204,34.22,25.0,25.0,19.56,4.93,6.3
9494759802,11379423148,40.08,20.0,19.99,11.71,7.22,12.32
9494759802,4636059384,66.35,20.0,20.0,14.75,11.94,16.19
9494759802,9494759803,10.03,20.0,19.52,14.95,1.85,2.41
9494759803,9494759802,10.03,20.0,19.99,15.41,1.81,2.34
9494759807,9494759808,9.54,20.0,19.73,13.79,1.74,2.49
9494759807,2054899990,48.88,20.0,19.96,11.72,8.81,15.02
9494759807,2054900075,22.02,20.0,19.97,13.02,3.97,6.09
9494759808,9494759809,31.33,20.0,20.0,17.24,5.64,6.54
9494759808,9494759807,9.54,20.0,19.99,17.76,1.72,1.93
9494759808,9494759812,73.75,20.0,19.99,13.99,13.28,18.98
9494759809,9494759808,31.33,20.0,20.0,15.68,5.64,7.19
9494759812,9494759808,73.75,20.0,20.0,15.18,13.28,17.49
9494759816,9494759835,93.67,20.0,20.0,12.86,16.86,26.22
9494759835,2054900075,68.26,20.0,19.97,14.42,12.31,17.04
9494759835,2353593152,25.75,20.0,20.0,16.36,4.64,5.67
9494759835,9494759816,93.67,20.0,19.99,13.96,16.87,24.16
9494759850,10858076841,18.79,20.0,20.0,16.42,3.38,4.12
9494759850,9494759851,48.29,20.0,19.97,16.08,8.71,10.81
9494759850,9494759852,34.87,20.0,19.98,13.63,6.28,9.21
9494759851,9494759850,48.29,20.0,19.84,12.11,8.76,14.35
9494759852,9494759853,50.98,20.0,19.95,13.76,9.2,13.34
9494759852,2353593152,74.7,20.0,19.87,14.64,13.54,18.37
9494759852,9494759850,34.87,20.0,19.97,15.27,6.29,8.22
9494759853,9494759852,50.98,20.0,19.96,14.75,9.19,12.44
9494759856,9579955521,128.48,20.0,20.0,16.19,23.13,28.56
9494759856,9494759862,15.18,20.0,19.97,15.59,2.74,3.5
9494759856,9494759860,79.12,20.0,20.0,11.86,14.24,24.02
9494759860,9494759856,79.12,20.0,20.0,12.97,14.24,21.96
9494759861,9494759863,22.81,20.0,19.98,16.05,4.11,5.12
9494759862,2353593064,59.8,20.0,19.99,16.65,10.77,12.93
9494759862,9494759863,64.79,20.0,19.97,13.32,11.68,17.51
9494759862,9494759856,15.18,20.0,20.0,12.67,2.73,4.31
9494759863,9494759862,64.79,20.0,19.98,15.71,11.68,14.84
9494759863,9494759861,22.81,20.0,19.97,13.97,4.11,5.88
9494759863,2353593012,75.31,20.0,19.91,14.0,13.61,19.37
9494759866,2353593008,10.22,20.0,19.92,14.25,1.85,2.58
9494759866,9494759867,46.07,20.0,19.79,17.78,8.38,9.33
9494759866,2353593012,59.03,20.0,19.93,14.29,10.66,14.87
9494759867,9494759866,46.07,20.0,19.79,15.22,8.38,10.9
9494759869,2353592987,162.07,20.0,20.0,13.71,29.18,42.56
9494759869,2353593008,52.96,20.0,19.97,16.37,9.55,11.65
9494759869,9494759874,30.52,20.0,19.96,15.73,5.51,6.99
9494759873,9494759874,24.45,20.0,20.0,16.38,4.4,5.37
9494759874,9494759873,24.45,20.0,19.99,14.71,4.4,5.98
9494759874,9494759869,30.52,20.0,19.92,14.74,5.52,7.45
9494759874,9494759877,26.78,20.0,20.0,12.34,4.82,7.81
9494759877,9494759874,26.78,20.0,19.97,13.95,4.83,6.91
9494759884,2353592960,38.18,20.0,19.98,15.85,6.88,8.67
9494759884,2353593002,112.42,20.0,20.0,12.29,20.24,32.92
9494759884,9494759912,223.0,20.0,19.88,14.83,40.38,54.14
9494759885,9494759900,27.09,20.0,19.91,14.89,4.9,6.55
9494759885,2353592923,48.21,20.0,20.0,15.09,8.68,11.5
9494759885,9494759909,80.39,20.0,19.99,15.55,14.48,18.61
9494759890,9494759912,30.51,20.0,19.93,15.47,5.51,7.1
9494759890,7218563147,112.09,30.0,29.83,17.76,13.53,22.72
9494759890,9494759910,65.46,30.0,30.0,20.13,7.85,11.71
9494759900,9494759885,27.09,20.0,19.99,15.6,4.88,6.25
9494759900,2353592919,46.56,20.0,19.93,15.14,8.41,11.07
9494759900,9494759911,63.55,20.0,20.0,15.81,11.44,14.47
9494759907,9494759908,23.01,20.0,19.93,14.33,4.16,5.78
9494759908,9494759909,29.54,20.0,19.95,15.08,5.33,7.05
9494759908,9494759907,23.01,20.0,19.98,14.59,4.15,5.68
9494759908,9494759911,28.05,20.0,19.88,11.79,5.08,8.56
9494759909,9494759908,29.54,20.0,19.97,15.81,5.33,6.73
9494759909,2353592937,53.64,20.0,19.98,13.62,9.67,14.18
9494759909,9494759885,80.39,20.0,19.86,12.2,14.57,23.71
9494759910,9494759911,54.88,20.0,20.0,15.74,9.88,12.56
9494759910,9494759890,65.46,30.0,30.0,24.85,7.86,9.48
9494759910,2353592919,58.55,30.0,29.17,23.25,7.22,9.07
9494759911,9494759900,63.55,20.0,19.96,14.55,11.46,15.72
9494759911,9494759910,54.88,20.0,20.0,14.74,9.88,13.4
9494759911,9494759908,28.05,20.0,19.98,12.22,5.05,8.27
9494759912,9494759890,30.51,20.0,19.97,14.68,5.5,7.48
9494759912,9494759913,61.06,20.0,19.99,17.65,11.0,12.46
9494759912,9494759884,223.0,20.0,19.85,16.56,40.44,48.48
9494759913,9494759912,61.06,20.0,19.96,13.49,11.01,16.29
9497301521,7578361278,41.17,40.0,40.0,32.56,3.71,4.55
9497301521,9580407197,73.02,20.0,20.0,14.67,13.14,17.92
9497301536,9577013581,132.61,40.0,39.89,36.12,11.97,13.22
9497301536,10956838022,50.13,20.0,19.66,15.31,9.18,11.79
9497301539,11830029255,13.24,20.0,19.89,12.8,2.4,3.72
9497301539,2288782198,8.09,20.0,19.97,12.22,1.46,2.38
9497301539,2288913161,128.63,40.0,39.69,28.87,11.67,16.04
9497301541,2288913329,33.66,20.0,19.99,18.28,6.06,6.63
9497301541,9497301539,73.93,40.0,39.91,24.5,6.67,10.86
9497301550,9577091720,39.57,40.0,40.0,26.5,3.56,5.38
9497301550,9577084516,164.3,20.0,19.93,12.93,29.68,45.76
9497423376,5428022269,7.68,40.0,39.9,30.98,0.69,0.89
9497423376,9497439712,78.02,40.0,40.0,36.0,7.02,7.8
9497423376,2453083626,100.24,25.0,25.0,16.19,14.44,22.28
9497423393,2453308672,82.75,30.0,30.0,19.5,9.93,15.28
9497423393,9497423395,46.64,30.0,30.0,22.15,5.6,7.58
9497423393,9598738769,220.83,20.0,19.94,14.3,39.88,55.6
9497423394,2037590314,22.36,30.0,29.84,18.81,2.7,4.28
9497423394,1665664432,112.59,40.0,39.98,26.36,10.14,15.37
9497423395,1662375839,31.67,30.0,30.0,18.25,3.8,6.25
9497423395,9599085816,26.02,30.0,30.0,19.88,3.12,4.71
9497423395,9497423393,46.64,30.0,29.88,20.4,5.62,8.23
9497439649,2455286942,39.91,40.0,40.0,33.04,3.59,4.35
9497439649,9497439700,2163.1,40.0,40.0,35.04,194.68,222.26
9497439654,1802140161,940.15,40.0,40.0,32.83,84.62,103.1
9497439663,9969033019,24.35,30.0,29.47,22.35,2.97,3.92
9497439663,5428831801,384.02,40.0,40.0,32.73,34.56,42.24
9497439699,9497439654,2145.04,40.0,40.0,29.57,193.05,261.17
9497439699,2453444463,380.13,40.0,39.98,27.93,34.23,48.99
9497439700,1662375771,50.06,40.0,39.89,32.48,4.52,5.55
9497439712,1802119517,86.46,40.0,39.96,35.04,7.79,8.88
9513313341,9513313342,112.0,20.0,20.0,15.72,20.16,25.65
9513313341,9756552239,71.58,20.0,20.0,13.39,12.88,19.24
9513313341,9584576576,62.24,20.0,19.94,11.71,11.24,19.14
9513313342,9513313341,112.0,20.0,19.98,13.73,20.18,29.37
9513313342,9513313344,56.51,30.0,29.98,22.91,6.79,8.88
9513313342,9576909410,127.33,30.0,29.99,25.92,15.28,17.69
9513313343,9513313345,52.08,20.0,19.99,16.19,9.38,11.58
9513313344,9513313345,34.53,20.0,20.0,17.17,6.22,7.24
9513313344,2288735205,336.11,30.0,29.52,25.89,40.98,46.73
9513313344,9513313342,56.51,30.0,30.0,22.32,6.78,9.12
9513313345,9513313344,34.53,20.0,20.0,14.34,6.22,8.67
9513313345,9513313343,52.08,20.0,19.91,12.06,9.41,15.54
9513313345,9513313346,51.44,20.0,20.0,14.53,9.26,12.75
9513313346,9513313345,51.44,20.0,19.99,16.29,9.26,11.36
9518927946,2084442662,55.1,30.0,30.0,23.9,6.61,8.3
9518927946,9518927947,64.18,20.0,19.93,17.74,11.59,13.03
9518927946,9518927948,22.82,30.0,29.7,20.0,2.77,4.11
9518927947,9518927946,64.18,20.0,20.0,13.34,11.55,17.32
9518927948,9518927949,71.33,20.0,19.92,16.23,12.89,15.82
9518927948,9518927946,22.82,30.0,29.99,23.02,2.74,3.57
9518927948,9518927950,54.24,30.0,29.94,24.9,6.52,7.84
9518927949,9518927948,71.33,20.0,20.0,15.22,12.84,16.87
9518927950,9518927951,61.03,20.0,20.0,15.58,10.99,14.1
9518927950,9518927948,54.24,30.0,29.99,21.09,6.51,9.26
9518927950,9526314825,185.11,30.0,29.5,22.99,22.59,28.98
9518927951,9518927950,61.03,20.0,19.98,15.54,10.99,14.14
9518964787,9518964790,71.71,20.0,20.0,17.87,12.91,14.45
9518964787,2073253037,23.94,30.0,29.99,19.64,2.87,4.39
9518964787,2126209940,21.6,30.0,29.96,24.46,2.6,3.18
9518964790,9518964787,71.71,20.0,19.62,14.08,13.16,18.34
9518964795,9523302094,195.04,20.0,19.98,13.02,35.14,53.95
9518964795,1307078214,208.89,20.0,19.99,13.54,37.62,55.54
9518964795,9518964800,76.37,20.0,19.36,13.23,14.2,20.78
9518964800,9518964795,76.37,20.0,19.98,16.69,13.76,16.47
9518994922,2072831980,135.68,20.0,19.81,12.81,24.66,38.12
9518994922,9518994946,49.27,20.0,19.85,15.75,8.94,11.26
9518994922,2073252478,43.51,20.0,20.0,14.76,7.83,10.61
9518994932,2073252478,54.29,20.0,20.0,15.11,9.77,12.94
9518994932,9518994955,118.99,20.0,20.0,14.12,21.42,30.35
9518994932,9518994955,126.95,20.0,19.99,15.68,22.86,29.15
9518994937,9518994955,16.88,20.0,20.0,14.5,3.04,4.19
9518994937,2081026442,1569.51,30.0,29.94,22.47,188.72,251.49
9518994937,9518994970,89.25,30.0,29.98,23.47,10.72,13.69
9518994946,9518994922,49.27,20.0,19.81,15.92,8.95,11.14
9518994955,9518994937,16.88,20.0,20.0,15.92,3.04,3.82
9518994955,9518994932,118.99,20.0,19.97,15.09,21.46,28.38
9518994955,9518994932,126.95,20.0,19.91,16.73,22.95,27.31
9518994970,9518994975,74.92,20.0,19.48,14.59,13.85,18.48
9518994970,9518994937,89.25,30.0,29.99,22.95,10.71,14.0
9518994970,1307078214,130.14,30.0,29.82,20.2,15.71,23.19
9518994975,9518994970,74.92,20.0,19.99,15.41,13.49,17.5
9523236069,1307070988,95.4,20.0,20.0,14.09,17.17,24.37
9523236069,9523236084,74.45,20.0,19.95,12.64,13.43,21.2
9523236084,2126216468,97.44,20.0,19.98,15.72,17.56,22.31
9523236084,2126216267,77.29,20.0,20.0,15.32,13.91,18.16
9523236084,9523236069,74.45,20.0,19.94,17.17,13.44,15.61
9523302094,2126209940,164.1,20.0,19.98,13.14,29.56,44.97
9523302094,9523302101,9.03,20.0,19.97,15.82,1.63,2.05
9523302094,9518964795,195.04,20.0,19.94,14.37,35.21,48.88
9523302101,9523302094,9.03,20.0,19.98,13.55,1.63,2.4
9523302101,2126209948,82.11,20.0,20.0,12.4,14.78,23.84
9523302101,2126216267,106.59,20.0,20.0,13.99,19.19,27.42
9523383809,9523383810,40.6,20.0,19.95,18.08,7.33,8.08
9523383809,1307082416,166.04,30.0,29.96,21.64,19.95,27.62
9523383809,2084442496,31.12,30.0,29.39,22.7,3.81,4.94
9523383810,9523383809,40.6,20.0,19.99,13.5,7.31,10.82
9523383811,2084442496,95.6,30.0,30.0,22.18,11.47,15.51
9523383811,9523383813,30.51,30.0,30.0,22.12,3.66,4.97
9523383811,9523383812,70.8,20.0,19.99,15.32,12.75,16.64
9523383812,9523383811,70.8,20.0,19.87,13.24,12.83,19.25
9523383813,9523383811,30.51,30.0,29.99,27.21,3.66,4.04
9523383813,1307082500,52.24,30.0,30.0,26.12,6.27,7.2
9523383813,9523383816,70.29,20.0,20.0,17.22,12.65,14.69
9523383816,9523383813,70.29,20.0,19.94,13.72,12.69,18.44
9523390617,1307082500,40.8,20.0,19.99,13.78,7.35,10.66
9523390620,1307082412,49.52,20.0,20.0,13.81,8.91,12.91
9526257511,9526339631,43.66,20.0,19.99,12.57,7.86,12.5
9526302553,9526302568,301.56,20.0,20.0,17.23,54.28,63.01
9526302567,9526302568,302.85,20.0,19.99,16.83,54.54,64.77
9526302568,9526302569,28.04,20.0,19.95,13.5,5.06,7.48
9526302568,9526302553,301.56,20.0,20.0,13.89,54.29,78.18
9526302568,9526302567,302.85,20.0,20.0,19.06,54.52,57.2
9526302569,1307082443,108.03,30.0,29.19,19.63,13.32,19.81
9526302569,10967602653,194.11,30.0,30.0,25.28,23.29,27.65
9526302569,9526302568,28.04,20.0,19.31,14.8,5.23,6.82
9526314825,9526314826,47.16,20.0,19.92,12.27,8.52,13.83
9526314825,9518927950,185.11,30.0,29.85,20.09,22.33,33.17
9526314825,9526314827,158.81,30.0,30.0,24.93,19.06,22.93
9526314826,9526314825,47.16,20.0,19.91,16.3,8.53,10.41
9526314827,9526314828,69.57,20.0,19.53,16.37,12.83,15.3
9526314827,9526314825,158.81,30.0,29.89,22.78,19.13,25.1
9526314827,9526314832,92.85,30.0,30.0,20.39,11.14,16.39
9526314828,9526314827,69.57,20.0,19.91,13.35,12.58,18.75
9526314829,9526314830,61.47,20.0,20.0,12.02,11.07,18.42
9526314829,1307082492,17.49,30.0,29.38,18.94,2.14,3.32
9526314829,1307082433,32.25,30.0,29.98,24.59,3.87,4.72
9526314830,9526314829,61.47,20.0,20.0,16.79,11.07,13.18
9526314831,1307082492,65.65,20.0,19.96,18.98,11.84,12.45
9526314832,9526314833,60.37,20.0,20.0,14.9,10.87,14.59
9526314832,9526314827,92.85,30.0,29.39,20.81,11.37,16.06
9526314832,1307082492,27.37,30.0,29.99,19.08,3.29,5.16
9526314833,9526314832,60.37,20.0,19.98,12.52,10.88,17.36
9526314834,9526314835,52.84,20.0,20.0,14.82,9.51,12.84
9526314834,9526314836,25.09,30.0,30.0,24.59,3.01,3.67
9526314834,9526314838,728.04,30.0,30.0,17.79,87.37,147.34
9526314835,9526314834,52.84,20.0,19.81,12.76,9.6,14.91
9526314836,1307082433,21.14,30.0,30.0,22.57,2.54,3.37
9526314836,9526314837,62.87,20.0,20.0,12.6,11.32,17.97
9526314836,9526314834,25.09,30.0,30.0,20.82,3.01,4.34
9526314837,9526314836,62.87,20.0,19.98,13.69,11.33,16.53
9526314838,9526314839,27.15,20.0,19.96,16.76,4.9,5.83
9526314838,9526314834,728.04,30.0,29.99,24.35,87.38,107.62
9526314838,1307078218,214.77,30.0,29.99,20.53,25.78,37.66
9526314839,9526314838,27.15,20.0,19.72,14.44,4.96,6.77
9526323114,9526339630,216.62,20.0,20.0,15.87,38.99,49.12
9526327133,2009081427,340.72,30.0,29.98,22.13,40.91,55.43
9526327133,9526339635,275.59,30.0,29.99,27.57,33.08,35.98
9526327133,9526339630,213.97,20.0,20.0,12.8,38.51,60.17
9526339629,9526339631,127.62,20.0,20.0,17.65,22.98,26.03
9526339630,9526339631,44.51,20.0,20.0,13.73,8.01,11.67
9526339630,9526327133,213.97,20.0,20.0,15.32,38.52,50.28
9526339630,9526323114,216.62,20.0,20.0,14.24,38.99,54.77
9526339631,9526339630,44.51,20.0,20.0,12.4,8.01,12.93
9526339631,9526339629,127.62,20.0,19.95,13.41,23.03,34.27
9526339631,9526257511,43.66,20.0,19.99,12.56,7.86,12.52
9526339632,9526339635,57.27,20.0,19.57,16.82,10.54,12.26
9526339635,9526327133,275.59,30.0,29.98,24.74,33.09,40.1
9526339635,1307078218,1004.07,30.0,29.99,25.69,120.53,140.69
9526339635,9526339632,57.27,20.0,19.99,15.04,10.32,13.71
9526532834,1307082433,57.39,20.0,19.94,14.02,10.36,14.74
9532534512,2035014568,34.96,20.0,20.0,17.35,6.29,7.25
9532534512,2034632728,141.53,20.0,19.82,13.69,25.71,37.21
9532534512,2035016287,106.21,20.0,19.97,13.56,19.15,28.19
9532534513,2035014568,16.92,20.0,19.97,12.23,3.05,4.98
9532534513,2035031078,75.4,20.0,19.96,13.57,13.6,20.0
9532534513,2035026231,35.72,20.0,19.55,15.86,6.58,8.11
9532590502,2037507678,337.06,20.0,19.99,14.76,60.71,82.18
9532590502,1307085305,110.81,30.0,29.96,23.1,13.31,17.27
9532590502,12123631602,35.63,30.0,29.84,23.46,4.3,5.47
9534209406,2072831953,91.71,20.0,19.98,15.58,16.52,21.18
9534209413,2072831953,74.44,20.0,19.99,16.1,13.41,16.65
9534233305,9534233306,39.7,20.0,19.95,16.33,7.16,8.75
9534233305,2072832667,44.03,20.0,19.84,15.21,7.99,10.42
9534233306,9534233305,39.7,20.0,19.85,15.79,7.2,9.05
9565432041,11192791193,13.63,25.0,24.6,15.42,1.99,3.18
9565432041,1664046217,149.47,40.0,39.92,27.38,13.48,19.65
9565432043,9565432044,22.47,25.0,25.0,15.82,3.24,5.11
9565432043,13465399003,198.42,40.0,39.99,35.84,17.86,19.93
9565432044,13465399002,164.76,40.0,39.67,23.23,14.95,25.53
9565432045,9565432046,15.38,25.0,24.34,18.36,2.27,3.02
9565432045,11192791193,19.88,40.0,39.94,26.81,1.79,2.67
9565432046,9565432043,95.83,40.0,40.0,30.15,8.63,11.44
9567298289,2288704838,129.34,20.0,19.96,12.94,23.33,35.97
9567298290,9567298293,140.5,20.0,19.9,15.97,25.42,31.68
9567298290,9567363582,30.06,30.0,29.94,17.5,3.61,6.19
9567298290,2288782481,17.38,30.0,29.88,20.33,2.09,3.08
9567298293,9567298290,140.5,20.0,19.86,15.42,25.47,32.79
9567298302,2288704811,6.41,30.0,29.98,20.17,0.77,1.14
9567298302,9567363575,156.4,30.0,29.88,17.62,18.85,31.95
9567298302,9567298311,165.38,20.0,20.0,15.17,29.77,39.26
9567298311,9567298302,165.38,20.0,19.94,15.78,29.86,37.73
9567363575,9567363576,69.95,20.0,19.97,13.6,12.61,18.52
9567363575,12137447774,67.89,30.0,29.38,20.22,8.32,12.09
9567363575,9567298302,156.4,30.0,30.0,21.58,18.77,26.08
9567363576,9567363575,69.95,20.0,19.79,13.32,12.73,18.91
9567363578,7530789788,8.76,30.0,30.0,19.84,1.05,1.59
9567363578,9898982662,195.19,20.0,20.0,14.17,35.13,49.6
9567363578,2288704838,98.23,30.0,30.0,21.2,11.79,16.68
9567363582,9567363583,126.11,20.0,20.0,14.56,22.7,31.18
9567363582,2288704811,10.3,30.0,29.99,22.29,1.24,1.66
9567363582,9567298290,30.06,30.0,29.86,23.44,3.62,4.62
9567363583,9567363582,126.11,20.0,20.0,13.41,22.7,33.85
9567388563,2288782481,153.11,20.0,20.0,18.32,27.56,30.09
9567388563,7530798632,62.09,20.0,20.0,13.0,11.18,17.19
9567388563,9567388577,46.15,20.0,19.98,13.38,8.31,12.41
9567388565,9567388577,154.58,20.0,19.98,12.49,27.86,44.56
9567388565,2288782481,54.09,30.0,30.0,26.87,6.49,7.25
9567388565,7530789788,35.72,30.0,29.96,18.3,4.29,7.03
9567388577,9567388563,46.15,20.0,19.98,12.74,8.32,13.04
9567388577,9567388565,154.58,20.0,20.0,12.58,27.82,44.22
9567388577,9898982666,24.39,20.0,19.95,15.89,4.4,5.53
9567388584,11573363028,45.86,20.0,20.0,13.06,8.26,12.64
9567388584,2288704791,6.03,30.0,29.98,25.0,0.72,0.87
9567388584,7530798624,43.03,30.0,30.0,24.76,5.16,6.26
9567412213,7530798627,14.94,30.0,29.62,25.59,1.82,2.1
9567412213,10877827362,91.61,20.0,20.0,15.45,16.49,21.35
9567412213,2288704768,55.79,30.0,29.99,21.73,6.7,9.24
9567415764,2456205724,31.75,30.0,29.78,20.43,3.84,5.59
9567415764,9582124617,46.2,30.0,30.0,20.12,5.54,8.27
9567415764,9567415765,44.45,20.0,20.0,19.11,8.0,8.37
9567415765,2464216173,15.69,20.0,20.0,13.79,2.82,4.09
9567415765,9582487731,16.56,20.0,19.81,12.34,3.01,4.83
9567415765,9567415764,44.45,20.0,19.65,11.84,8.14,13.52
9567430315,9567466054,68.77,20.0,19.99,13.32,12.39,18.59
9567430315,2288735023,85.93,20.0,19.65,13.32,15.74,23.22
9567430315,11530384804,161.39,20.0,20.0,16.47,29.05,35.27
9567430819,7530798624,15.88,30.0,30.0,23.09,1.91,2.47
9567430819,9567430822,61.58,20.0,19.91,17.89,11.13,12.39
9567430819,7530798627,29.05,30.0,29.24,18.39,3.58,5.69
9567430822,9567430819,61.58,20.0,20.0,12.47,11.09,17.78
9567430825,2288704768,70.32,20.0,20.0,15.2,12.66,16.65
9567466017,2288735023,9.59,20.0,20.0,14.35,1.73,2.41
9567466017,11530379771,50.18,20.0,19.99,14.26,9.04,12.67
9567466017,11530388656,61.68,20.0,19.65,13.07,11.3,16.99
9567466022,9567466025,35.83,20.0,19.96,16.61,6.46,7.77
9567466023,9567466027,22.47,20.0,19.78,14.46,4.09,5.59
9567466023,9567466024,99.26,20.0,19.92,14.67,17.94,24.36
9567466023,11530379771,69.95,20.0,20.0,13.92,12.59,18.09
9567466024,9567466023,99.26,20.0,19.94,12.88,17.92,27.74
9567466025,9567466022,35.83,20.0,19.96,18.59,6.46,6.94
9567466025,9567466027,9.8,20.0,19.94,12.15,1.77,2.9
9567466025,9567466026,67.61,20.0,19.99,16.03,12.17,15.18
9567466026,9567466025,67.61,20.0,19.98,16.54,12.18,14.71
9567466027,9567466025,9.8,20.0,20.0,16.61,1.76,2.12
9567466027,9567466023,22.47,20.0,19.62,15.1,4.12,5.36
9567466027,9567466028,48.23,20.0,20.0,14.93,8.68,11.63
9567466028,9567466027,48.23,20.0,19.66,17.3,8.83,10.04
9567466054,9567466055,56.86,20.0,19.93,15.91,10.27,12.87
9567466054,9567666520,222.96,20.0,20.0,12.18,40.13,65.89
9567466054,9567430315,68.77,20.0,19.92,14.03,12.43,17.65
9567466055,9567466054,56.86,20.0,20.0,16.02,10.24,12.77
9567497493,9585187600,32.5,20.0,19.98,13.51,5.85,8.66
9567552671,2288782520,40.27,20.0,19.98,16.44,7.26,8.82
9567552671,2288735084,81.54,20.0,19.99,15.3,14.68,19.19
9567552671,2288782514,150.32,20.0,19.98,15.31,27.08,35.34
9567552687,2288735058,76.47,20.0,19.95,12.91,13.8,21.33
9567552690,9567552691,70.76,20.0,19.97,14.37,12.75,17.73
9567552690,9567552692,28.53,30.0,29.95,19.86,3.43,5.17
9567552690,2288735058,22.88,30.0,30.0,21.26,2.75,3.87
9567552691,9567552690,70.76,20.0,20.0,15.51,12.74,16.43
9567552692,2288735070,108.28,30.0,29.79,24.16,13.09,16.14
9567552692,9567552690,28.53,30.0,30.0,24.54,3.42,4.19
9567552692,9567552695,84.74,20.0,19.75,13.2,15.44,23.11
9567552695,9567552692,84.74,20.0,19.94,15.16,15.29,20.12
9567552701,2288735054,63.28,20.0,19.86,16.41,11.47,13.88
9567644327,9756552249,214.68,20.0,19.65,14.12,39.33,54.75
9567644327,9567773310,18.57,20.0,20.0,13.12,3.34,5.09
9567644327,9567644344,281.21,20.0,19.83,13.62,51.04,74.34
9567644344,9567644327,281.21,20.0,19.99,14.61,50.63,69.3
9567644345,2288782508,42.94,20.0,19.98,14.62,7.74,10.58
9567644345,2288782501,44.02,20.0,19.87,12.73,7.97,12.45
9567644345,9567644354,106.2,20.0,20.0,13.24,19.12,28.87
9567644352,9567644353,42.36,20.0,19.99,13.95,7.63,10.93
9567644352,9567773313,117.48,20.0,19.99,14.74,21.15,28.7
9567644352,9567644354,20.58,20.0,19.76,14.36,3.75,5.16
9567644353,9567644352,42.36,20.0,19.94,13.74,7.65,11.1
9567644354,2288782501,66.49,20.0,20.0,15.39,11.97,15.55
9567644354,9567644352,20.58,20.0,20.0,17.11,3.7,4.33
9567644354,9567644345,106.2,20.0,19.8,12.67,19.31,30.17
9567647626,2288782520,53.85,20.0,20.0,15.34,9.69,12.64
9567647626,9567647631,38.19,20.0,19.96,12.75,6.89,10.78
9567647626,9567647629,91.81,20.0,19.98,13.88,16.54,23.8
9567647629,9567647626,91.81,20.0,20.0,14.19,16.52,23.29
9567647631,2288782516,41.89,20.0,20.0,12.75,7.54,11.83
9567647631,9567647632,58.66,20.0,19.99,15.38,10.56,13.73
9567647631,9567647626,38.19,20.0,19.94,12.91,6.9,10.65
9567647632,9567647631,58.66,20.0,19.98,12.08,10.57,17.48
9567647633,2288782516,49.79,20.0,19.93,15.5,8.99,11.56
9567647637,2288782516,34.26,20.0,19.36,11.61,6.37,10.62
9567647637,2288782508,34.13,20.0,19.55,15.34,6.29,8.01
9567647637,9567647638,61.92,20.0,20.0,15.25,11.15,14.62
